personId,points,contestedShots,contestedShots2pt,contestedShots3pt,deflections,chargesDrawn,screenAssists,screenAssistPoints,looseBallsRecoveredOffensive,looseBallsRecoveredDefensive,looseBallsRecoveredTotal,offensiveBoxOuts,defensiveBoxOuts,boxOutPlayerTeamRebounds,boxOutPlayerRebounds,boxOuts,matchupMinutes,partialPossessions,switchesOn,oppPoints,defensiveRebounds,matchupAssists,matchupTurnovers,steals,matchupFieldGoalsMade,matchupFieldGoalsAttempted,matchupFieldGoalPercentage,matchupThreePointersMade,matchupThreePointersAttempted,matchupThreePointerPercentage,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,percentageFieldGoalsAttempted2pt,percentageFieldGoalsAttempted3pt,percentagePoints2pt,percentagePointsMidrange2pt,percentagePoints3pt,percentagePointsFastBreak,percentagePointsFreeThrow,percentagePointsOffTurnovers,percentagePointsPaint,percentageAssisted2pt,percentageUnassisted2pt,percentageAssisted3pt,percentageUnassisted3pt,percentageAssistedFGM,percentageUnassistedFGM,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,pointsOffTurnovers,pointsSecondChance,pointsFastBreak,pointsPaint,oppPointsOffTurnovers,oppPointsSecondChance,oppPointsFastBreak,oppPointsPaint,blocksAgainst,foulsPersonal,foulsDrawn,speed,distance,reboundChancesOffensive,reboundChancesDefensive,reboundChancesTotal,touches,secondaryAssists,freeThrowAssists,passes,assists,contestedFieldGoalsMade,contestedFieldGoalsAttempted,contestedFieldGoalPercentage,uncontestedFieldGoalsMade,uncontestedFieldGoalsAttempted,uncontestedFieldGoalsPercentage,fieldGoalPercentage,defendedAtRimFieldGoalsMade,defendedAtRimFieldGoalsAttempted,defendedAtRimFieldGoalPercentage,percentageFieldGoalsMade,percentageFieldGoalsAttempted,percentageThreePointersMade,percentageThreePointersAttempted,percentageFreeThrowsMade,percentageFreeThrowsAttempted,percentageReboundsOffensive,percentageReboundsDefensive,percentageReboundsTotal,percentageAssists,percentageTurnovers,percentageSteals,percentageBlocks,percentageBlocksAllowed,percentagePersonalFouls,percentagePersonalFoulsDrawn,percentagePoints
1627759,11.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16:26,75.8,0.0,16.0,6.0,5.0,1.0,1.0,5.0,7.0,0.714,4.0,5.0,0.8,0022300065,1610612738,Boston,Celtics,BOS,celtics,Jaylen,Brown,J. Brown,jaylen-brown,F,,,0.636,0.364,0.727,0.0,0.0,0.455,0.273,0.182,0.727,0.0,1.0,0.0,0.0,0.0,1.0,120.4,118.2,100.9,105.1,19.5,13.1,0.185,2.5,25.0,0.0,0.111,0.074,10.0,0.364,0.431,0.189,99.31,98.18,81.82,77.0,0.057,2,0,5,8,11,17,7,22,0,5,3,3.66,2.75,1,10,11,48,0,1,29,5,2,5,0.4,2,6,0.333,0.363,0,0,0.0,0.129,0.193,0.0,0.148,0.15,0.167,0.0,0.188,0.167,0.294,0.167,0.25,0.0,0.0,0.263,0.15,0.121
1628369,34.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16:37,76.0,0.0,23.0,11.0,2.0,1.0,2.0,9.0,19.0,0.474,3.0,5.0,0.6,0022300065,1610612738,Boston,Celtics,BOS,celtics,Jayson,Tatum,J. Tatum,jayson-tatum,F,,,0.636,0.364,0.588,0.118,0.265,0.118,0.147,0.235,0.471,0.3,0.7,0.0,1.0,0.231,0.769,108.3,106.3,102.0,106.3,6.3,0.0,0.267,1.0,12.5,0.0,0.193,0.118,12.5,0.659,0.69,0.331,99.27,98.08,81.73,79.0,0.254,8,2,4,16,11,18,7,20,0,3,5,3.43,2.66,1,17,17,80,0,0,47,4,6,9,0.667,7,13,0.538,0.59,1,4,0.25,0.464,0.349,0.429,0.258,0.238,0.25,0.0,0.324,0.268,0.333,0.364,0.4,0.1,0.0,0.188,0.263,0.405
204001,30.0,14.0,14.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,15:41,74.0,0.0,16.0,7.0,6.0,0.0,0.0,6.0,25.0,0.24,2.0,4.0,0.5,0022300065,1610612738,Boston,Celtics,BOS,celtics,Kristaps,Porzingis,K. Porzingis,kristaps-porzingis,C,,,0.4,0.6,0.2,0.0,0.5,0.0,0.3,0.067,0.2,0.667,0.333,1.0,0.0,0.875,0.125,119.0,114.1,96.3,98.7,22.7,15.4,0.0,0.0,0.0,0.032,0.127,0.093,4.8,0.7,0.773,0.26,97.36,98.17,81.8,78.0,0.188,2,2,0,6,11,17,5,16,0,4,7,3.57,2.68,2,15,17,47,0,0,27,0,0,1,0.0,8,14,0.571,0.533,2,12,0.167,0.258,0.246,0.5,0.281,0.529,0.5,0.167,0.194,0.19,0.0,0.091,0.0,0.4,0.0,0.286,0.389,0.337
201950,9.0,12.0,8.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15:20,68.5,0.0,11.0,2.0,8.0,1.0,0.0,5.0,24.0,0.208,1.0,8.0,0.125,0022300065,1610612738,Boston,Celtics,BOS,celtics,Jrue,Holiday,J. Holiday,jrue-holiday,G,,,0.5,0.5,0.667,0.222,0.333,0.556,0.0,0.0,0.444,0.667,0.333,0.0,1.0,0.5,0.5,110.7,108.5,99.4,105.7,11.3,2.7,0.095,1.0,14.3,0.069,0.037,0.048,14.3,0.45,0.45,0.161,99.37,97.27,81.06,71.0,0.037,0,0,5,4,11,18,7,18,0,3,2,3.94,2.74,5,9,14,44,0,0,29,2,1,2,0.5,3,8,0.375,0.4,1,2,0.5,0.16,0.189,0.167,0.208,0.0,0.0,0.4,0.065,0.111,0.167,0.182,0.0,0.375,0.0,0.214,0.105,0.117
1628401,12.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14:35,64.9,0.0,17.0,6.0,2.0,4.0,2.0,7.0,16.0,0.438,3.0,8.0,0.375,0022300065,1610612738,Boston,Celtics,BOS,celtics,Derrick,White,D. White,derrick-white,G,,,0.5,0.5,0.5,0.0,0.25,0.167,0.25,0.167,0.5,0.667,0.333,1.0,0.0,0.75,0.25,113.1,112.5,89.4,98.5,23.6,14.0,0.105,2.0,18.2,0.0,0.128,0.087,9.1,0.75,0.773,0.137,102.48,97.7,81.42,64.0,0.158,2,0,2,6,11,15,7,16,0,3,4,4.02,2.48,0,11,11,43,0,0,31,2,3,4,0.75,1,2,0.5,0.667,3,3,1.0,0.174,0.136,0.143,0.15,0.158,0.182,0.0,0.231,0.214,0.154,0.083,0.4,0.167,0.0,0.15,0.235,0.167
201143,8.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10:14,50.3,0.0,3.0,4.0,1.0,1.0,0.0,1.0,6.0,0.167,1.0,3.0,0.333,0022300065,1610612738,Boston,Celtics,BOS,celtics,Al,Horford,A. Horford,al-horford,,,,0.25,0.75,0.25,0.0,0.75,0.25,0.0,0.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,115.4,111.8,123.5,118.5,-8.1,-6.8,0.111,0.67,22.2,0.12,0.133,0.127,33.3,1.0,1.0,0.129,94.19,97.69,81.41,51.0,0.089,0,0,2,2,0,10,2,16,0,2,0,3.97,1.89,7,7,14,27,0,0,21,2,0,0,0.0,3,4,0.75,0.75,1,1,1.0,0.143,0.087,0.25,0.115,0.0,0.0,0.6,0.222,0.304,0.222,0.75,0.0,0.0,0.0,0.25,0.0,0.14
1630573,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5:40,27.9,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0022300065,1610612738,Boston,Celtics,BOS,celtics,Sam,Hauser,S. Hauser,sam-hauser,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.2,114.8,88.4,92.9,36.8,22.0,0.0,0.0,0.0,0.0,0.111,0.061,0.0,0.0,0.0,0.144,94.4,95.86,79.88,27.0,-0.033,0,0,0,0,0,2,0,2,0,1,0,4.56,1.15,1,6,7,13,0,0,9,0,0,0,0.0,0,4,0.0,0.0,0,1,0.0,0.0,0.154,0.0,0.235,0.0,0.0,0.0,0.182,0.143,0.0,0.0,0.5,0.333,0.0,0.167,0.0,0.0
1630202,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4:12,21.7,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,0.5,1.0,1.0,1.0,0022300065,1610612738,Boston,Celtics,BOS,celtics,Payton,Pritchard,P. Pritchard,payton-pritchard,,,,0.25,0.75,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.5,100.0,135.1,130.4,-34.6,-30.4,0.143,0.0,16.7,0.0,0.111,0.045,0.0,0.25,0.41,0.209,95.88,97.89,81.57,22.0,0.049,0,0,0,0,0,0,0,6,0,1,1,4.37,0.88,1,3,4,22,0,0,16,1,0,0,0.0,1,4,0.25,0.25,0,1,0.0,0.125,0.19,0.0,0.25,1.0,1.0,0.0,0.2,0.143,0.333,0.0,0.0,0.0,0.0,0.167,0.333,0.182
1628436,0.0,4.0,2.0,2.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3:27,16.0,0.0,5.0,0.0,1.0,2.0,0.0,2.0,5.0,0.4,1.0,3.0,0.333,0022300065,1610612738,Boston,Celtics,BOS,celtics,Luke,Kornet,L. Kornet,luke-kornet,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.3,106.3,99.6,112.5,13.8,-6.3,0.286,0.0,66.7,0.143,0.0,0.077,0.0,0.0,0.0,0.063,99.41,96.16,80.13,16.0,0.098,0,0,0,0,0,3,0,4,0,0,0,3.87,0.61,2,0,2,8,0,0,7,2,0,1,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.071,0.0,0.0,0.0,0.0,1.0,0.0,0.333,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1629628,24.0,7.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13:39,72.2,0.0,8.0,2.0,1.0,2.0,1.0,3.0,11.0,0.273,2.0,6.0,0.333,0022300065,1610612752,New York,Knicks,NYK,knicks,RJ,Barrett,R. Barrett,rj-barrett,F,,,0.75,0.25,0.5,0.083,0.25,0.292,0.25,0.083,0.417,0.667,0.333,1.0,0.0,0.75,0.25,99.5,104.0,100.4,97.3,-0.8,6.7,0.105,1.0,7.7,0.02,0.059,0.036,7.7,0.45,0.52,0.266,99.14,98.43,82.02,75.0,0.127,2,2,7,10,12,2,13,32,3,0,4,4.04,2.86,5,6,11,55,2,0,30,2,4,10,0.4,4,10,0.4,0.4,3,3,1.0,0.296,0.274,0.143,0.161,0.6,0.368,0.083,0.08,0.081,0.111,0.222,0.167,0.0,0.333,0.0,0.222,0.308
